nop i only kare abt som1 being up for event tmr,0
10k ZeMorphAlt,0
to drop her rn,0
kare,0
kare kare kare kare,0
we need more egirls in this server,0
no i want mc egirls,0
they all to old there,0
i'll do it,0
for your elytra,0
nah ill pass,0
i''ll keep her then,0
she cute ngl,0
1 thru 10?,0
rate her,0
no1 does sky pepeshrug,1
tbh i do sky so i can bully u,1
ZeMorphAlt rate her 1 thru 10,0
Woah calm dwon jmala,0
im clippin that,0
whay are you doing,0
Itzz_Skyy wym,0
ZeMorphAlt said im a "dirty little fat n word",1
FarmerWade do u think ZeMorphAlt needs to get banned for wat he said,0
he kalled me a dirty fat n word,1
ye ye he did,0
i tell tbh,0
who wants to get a ai egirl w/ me :,0
FarmerWade there will be anime boys there for u,0
HEY,0
FarmerWade which anime girl do i pick,0
can u see,0
rip i trying to get work to show every1 ai girlfriend,0
dragon breath,0
arror,0
aroow,0
arrow,0
can u c now FarmerWade,0
potions,0
who wants to watch me get a ai girlfriend,0
mission passed,0
i got the anime girlfriend ai,0
i rizzed a up ai,0
a ai up,0
Itzz_Skyy want ai website ?,0
selling ai girlfriends,0
Yes we can sky,0
sky y dont u sleep now,0
who here watches linus tech tips,0
i feed water a idea,0
Itzz_Skyy dont make him slav work too hard,1
sky has more slaves then me :(,0
farmer likes pp,1
i like pp :,1
322k :),0
tbh tmr som1 will passss me,0
coalo,0
deer thanos,0
nether star,0
redstone,0
glowstone dust,0
hopper,0
creeper,0
dragon brther,0
dragon breth,0
shouvol,0
pikaxe,0
184,0
nether wart,0
totem,0
TNT,0
Sup bb,0
I Can play but my gf dosnt wnat me calling D:&lt;,0
lantern,0
hru?,0
goood,0
oo nice,0
heed,0
whats that?,0
okayy wait,0
i messed up the sign..,0
what sign,0
the game sign,0
Ugh,0
why tf would u do that,1
a,0
I'm sorry,0
it's not even messed up r u joking,0
wait what?,0
i thought it was blank,0
nvm I'm sorry,0
110,0
musl,0
-10,0
shadow wy d,0
going through logs,0
whys,0
no no no no,0
dont do that,0
im finding mor dupes,0
if sky says smth is ok and u think its not and its smth i did,0
spit it out,0
will i get ban or mute for it,0
it kinda retardo to give sky ingots,1
no comment,0
what did u do,0
i was just asking skal,0
i just found it -_-,0
guard tbh i think it was a waste of ingots now,0
she's a fucking minor mando,1
Yes you retar,1
NO,0
It was the wrong person,0
i was having a convo w/ som1 else,0
do you expect me to give a fuck,1
was it my ingots,0
guard this is how i thought he would react,0
was,0
my,0
ingots,0
32 netherite shadow,0
32 netherite,0
it was not pepe,0
mando seriously,0
what is wrong with you,1
did u get dropped on ur head as a child?,1
ur lucky she wouldnt give it to that borderhopper orphan,1
tru,0
shadow well uc,0
i fr did,0
4 times,0
but i am not mentaly disabled,0
well,0
guard i had scary dream where there was big bug on my pc and i couldnt play mc,0
tbh shadow check my ticket,0
guard do u think shadow is abt to perma mute me on everything,0
so i can never talk again,0
dk dc,0
ur so fucking lucky she's owner mando,1
nvm nvm,0
200 lvls,0
guard do u think shadow no life log reader,0
maybe if hes uncool,0
y is my eltra so thic,0
check dms,0
&gt;,0
shadow is sharing a paid file illegal?,0
nether quartz,0
panda,0
mando how much money,0
shadow?,0
i saw 2 players on the right and assumed it was mando,0
also thats how i can tell whos on,0
im aware,0
the right side says full player count,0
:I,0
hru my friend,0
once again busy xD,0
oh my,0
with what may i ask?,0
coding rick,0
dide,0
hence the coding,0
i got a wasp bite on my arm,0
oh damn,0
and its swollen asf,0
i didnt even know i was elergic,0
i got it wednesday,0
and the swelling hasnt gone down,0
arent u supposed to let that be checked out then?,0
half of my arm is read and its all on fire,0
yea they just told me to keep putting ice and this itch cream,0
but my airways werent closing,0
so i was "okay",0
that's good,0
yes bery good,0
just testing,0
BRO,0
kys :/,1
thats messed up shadow,0
kys :|,1
u can say kys :),1
certain emojis do get blocked and others dont for some reason,0
but i cant say DUDE :),0
already patched,0
uhm.,0
i hope you do that all the time,0
dude,0
there we go,0
dude atched,0
patched,0
guard,0
is there easier way to get cry obs then just the ruined portals,0
just buy from shop?,0
no no no,0
i grind my stuff,0
The ghast is under lava,0
anyways,0
yea im gonna get more comfortable with respawn anc,0
thats nice,0
maybe you wont skill issue again,0
i mean i suppose either way ik i can kill u with ease :/,0
cap,0
guard trust me,0
god apps arnt going to help u,0
crystals are,0
and anchors are,0
yes obv,0
but i have them to,0
u died 3 times on legacy sub min,0
this is diff then legacy guard,0
cant say,0
then ull beat me,0
we will see,0
dolphin,0
H3nnessey wyt abt ur ping rn,0
just whats ur ping,0
dont know,0
full bars,0
mr shadow y are u on,0
since i dont use clients i cant see the ms,0
lunar shows*,0
which is a client,0
so ur telling me ur on vanilla,0
either way it says on the tab,0
no it doesnr,0
oh it does,0
im ed,0
113,0
4-,0
so hows this diffrent then legacy?,0
just that we all have higher ping?,0
i mean that too,0
wat else can htere be,0
i honestly might hop on lunar,0
the way i see it is ur just making things up to confort you,0
see if its any better,0
no no no im not making things up,0
ive done my tests,0
got my results,0
and learned a few things,0
tbh henny we can 1v1 again and u can skill issue again,0
we can do it right here right now,0
tbh it isnt worth it? im still rusty. in all honesty your kinda getting annoying,0
i thought this was all funny yada yada,0
woah calm down jomal,0
ur just riding my meat at this point,1
nah u keep saying how ur better and u would win,0
woah we are miniors,0
so prove it,0
as am i,0
anywho,0
i said you were trash,1
point being,0
u got angry,0
at the end of it all i won,0
u let ur cool off,0
i got what i wanted,0
i got a laugh,0
point blank,0
well you see i also got what i wanted,0
yes a video of me returning to pvp after a year,0
cope,0
harder,0
no need to when im already happy,0
so ur mentally challenged i see,1
nope? messed up to accuse somebody of but if it floats ur boat go for it,0
thats what im doing,0
and henny please explain how you would beat me on this server,0
no need to,0
cope harder,0
also no need to,0
didnt 20 and vex beat you?,0
in a 2v1?,0
then get slammed in 1v1s?,0
i find that hard to belive,0
the clips,0
to those fights are saved,0
those vids,0
files,0
the videos,0
and files,0
are saved,0
tbh im still waiting for my things back from like 4 servers ago,0
from who? me?,0
was bouta say,0
if in the case we can get out old loot back then you really are screwed :/,0
enchanted golden apple,0
really?,0
in all honesty yes,0
i had illegal items,0
that got wiped,0
not till the server reset,0
well not rly,0
nvm to long to explain,0
no staff took the items away,0
when the season reset is when i lost it,0
i invite 20 and vex back here,0
okay?,0
how does that sound,0
doesnt bother me,0
i think it does,0
bc they are better then u,0
last i checked i think me and vex were on good terms,0
and i never rlly bothered to talk to 20420,0
cant same for 20 and you,0
cool beanz,0
keep forgeting ur mentally challenged,1
in no way thats in insult i just feel bad for the challenged,0
yea obsolutely,0
the way i see it is u have maxed gear and scared to fight],0
im not scared i just dont have a reason to,0
your calling for attention,0
not rly,0
yea really,0
i jus twant to prove my point of being better then you,0
your constantly BEGGING for me,0
look at what your doing,0
and youll see what i mean,0
selling totems 5 diam each,0
magma cream,0
stick,0
sticks,0
who's gonna join event?,0
mez,0
im gonna shoot or stab you,1
how to join,0
yeah and im going to f,1
i kinda expected rick to flag that,0
shadow whens event gonna start?,0
half an hour I think idk,0
dragon beath,0
lwerknl,0
tt,0
depend,0
180,0
160,0
p3cdz3xek88zab,0
the hell happend to spawn,0
llama,0
rBA18pL2EILWMQ8,0
pickaxe,0
that event is so aids,1
70,0
wade that event kinda weird?,0
mr mike,0
do you think i should spend 2hrs editing the event recording to make a vid?,0
do you want?,0
im asking u wat u think,0
if you can then sure,0
ill hire you to edit for me /jk,0
:pepeshrug:,0
how much do you charge,0
ill do 0.50c per vid,0
50c?,0
you good bro?,0
ill split any yt earnings with you and you get 60%-,0
i dont make money,0
y dont u upload ?,0
you have 260 subs,0
u dont?,0
i have 225,0
still very man,0
many,0
yo guys,0
im at 73 subs,0
why isnt anyone in the event?,0
cause i dont have editing skills,0
and idk,0
my last vid got 2.4k views,0
same mike,0
i rlly need to learn how to edit good,0
+ today i need to make another advert for the server,0
and idk wat to do,0
u got any ideas?,0
idk bro,0
tbh i have a idea for a vid u wanna helP?,0
help*,0
does anyone have netherite upgarde templates?,0
who?,0
and i have one,0
who won,0
no1,0
I was the only one there,0
there was no prize prob,0
wym mtr,0
wdym wym,0
mike would you like to help w/ a vid?,0
oops wrong button,0
uhhhhhhh ig,0
right answer !!!,0
oo what vid?,0
so my idea is just smth simple,0
u will be a noob mining in the nether,1
and i will pull up,0
give u a better pic,0
u act all happy,0
and then u go bak to mining,0
easy enough,0
mr shadow wants a advert a day,0
to,0
*o,0
maybe we can just like stream gameplay as well,0
thats the same thing sirbot said lol,0
nvm then,0
y nvm?,0
its not like its a bad idea,0
hhe can do it,0
nop he wont,0
or we can make lets plays lol,0
maybeee,0
tpa mtr,0
make a modded lets play,0
sculk hear me out are u a dumb dumb,1
that is noob gear,1
tell me when,0
so like,0
i will be behind u :,0
and u will be mining,0
then i will say t in chat,0
then u turn around,0
and do smth like this,0
act all happy,0
yes like that :,0
tbh easy low effort content,0
and we got it,0
u didnt need to give it allz,0
leather,0
AH,0
i got 3 hrs of gameplay from the vent lol,0
event,0
like recorded,0
ooooo,0
eff 2 un 2 for 1 level,0
on a trash pick,1
i have also,0
from years ago,0
turtler,0
turtle,0
dfajr,0
i made a raid farm in like 3hrs,0
hi farmergade,0
well uc,0
prob no1,0
maybe sky would,0
dkdkv,0
seems crazy tbh,0
15k?,0
1500,0
mc 1.8 gives me like 2k fps mike,0
Yo can sumone gear me????,0
y not grind for gear ollie,0
or ask sirbot for gear,0
button,0
mike is noob,1
tbh howd u know mike,0
imagine i say that,0
imagine i say it,0
i muted that weird kid on vc mike,0
280,0
jayy,0
cobbles,0
cobblestsone,0
fYzk,0
Creper,0
creeoer,0
how do you get different ranks?,0
well wym in that?,0
like the donator rank?,0
just in general,0
well the only rank out to buy right now would be donator and that is like one 1$ and up,0
this week real ranks are coming out,0
3 dollars i think actually,0
u need to buy something from the store,0
which is /store,0
cheapest item is 1$ of claim blocks,0
142,0
what is the point of the questions?,0
just anser it,0
it is to keep the caht going,0
yea it keeps it active,0
also gives me a reason to keep my sanity.,0
i keep thinking i need a wooden shovel to make a boat,0
sheep,0
hii,0
wsp nerd,0
woah calm down with that,0
that is a mean word,0
D: im sowwy,0
u going back to henny?,0
as in are you going to go be in his gang,0
can i tp. im bored,0
230,0
240,0
wor ?,0
tbh if i die here,0
i kill u,1
irl,0
bc i have 220 lvls,0
so i pop u ?,0
t\,0
Hohoho,0
Hiohohohohoh,0
i kms,1
I got kicked,0
and lost 217 lvls,0
no u,0
first,0
nop i mad,0
go get drunk again,0
L + ratio,0
get more drunk,0
ur not drunk enough rn,0
go get more drunk then start banning kids,0
tbh shadow,0
i blame ur server,0
for me getting kicked,0
BLAME FUCKING SKY,1
so i,0
pull,0
i say to sky,0
bc ur broken server kicked me,0
while in combat,0
i lost 217 lvls,0
now gimme lvls bak,0
b4 i,0
report u to mojang,0
wyt,0
REPORt,0
shadow did u know there is this kool command called /xp Mando135790 16000000,0
yezzz,0
u should do it,0
it no work,0
it sayts,0
usages,0
xp give,0
or xp set,0
do /xp give Mando135790 16000000,0
Guardian345 will buy 1$ of claim blocks if u do it tbh,0
whats ur xp rn,0
11 levelz,0
:D,0
tbh /xp set Mando135790 186329,0
ITS NOT MINE],0
does sky have to know ?,0
iomkgwwwwwwwwwwwwwwwwwwww,0
Guardian345 how get 200 lvl bak,0
guard wat if i say to sky "your retarded server kicked me and i lost 217 lvls you should give them back",1
fopr now,0
good call,0
should apply ai to it,0
u think i should say that shadow?,0
tbh i ban who i w ant,0
shadow says he bans who ever he wants smh,0
that is the guardian line,0
who want spawn,0
er,0
me prob,0
who want,0
op,0
Mando13579 does,0
not me tho,0
whut,0
yoo wsp,0
why ppl jion,0
im teaming with farmer . and i got on to grind with ihm,0
damn wade u left sirbot?,0
im drnuk,0
no you aren't shadow,0
you are just crazy,1
+ if your drunk do /op Mando135790,0
omfg shadow,0
wat vazz,0
can i get a lot of logs,0
or wood,0
or chests,0
shadow wats this,0
y spawn them,0
whats ur proof,0
lmao guard,0
i have hit boxz,0
like feather 1s,0
and its set to rgb,0
so we just glowing,0
shadowlegend420 should u really be playing rn?,0
iron ingot,0
i won,0
you smell,1
can i get 30 chests,0
y ask me.,0
cause you're cool,0
u8ihew,0
wat?,0
yes tow at,0
your mother,0
woah calm down there lad,0
you smell like onions and boogers,1
give me 30 chests,0
or i'll leak your base coordinates from last year,1
hLNdr2XpOETXkfn,0
ez,0
W,0
~BTLP6e55c9c4 01,0
give me 30 chests now,0
or i will leak your base coords,1
i dont need to pepeshrug,0
from last year,0
i dont even remember them :),0
220\,0
270,0
oh minus,0
why acn we not fit in hopper,0
like we fit in block,0
ask mojang?,0
we fit,0
should i make plugin,0
fort pohp,0
ofr,0
for,0
what would it be with a hopper?,0
hopper to accept players,0
wym?,0
hopper accept player\,0
so players can go in?,0
150,0
how would that work,0
isn't this kalled admin aboos?,0
im admin abusing,0
flower boy,0
y hit mez,0
t0m tried join,0
how long was his ban ?,0
wasn't it a week,0
for griefing or smth,0
26 days,0
Where did colmew go?,0
can I tp to someone im a new member.,0
your not prob,0
I got here from a tiktok.,0
no you didnt,0
you joined before that was uploaded..,0
minecraft is life,0
minecraft is happy,0
daddy shadow is that toms alt,1
Hup,0
hup? D,0
dead server rn :(,0
Mando Lando,0
Dead,0
i am just going to fill shulkers of logs now,0
did u lose anything yesterday,0
Yeah I ate his totems,0
shadow yes but sky gave it back,0
alright,0
and then there were 2,0
of all days didn't think it would be the weekend where server goes down in players,0
did u do dumb shit be4 sky & co was going ham on you,1
(server is already dying too slow with advertising)(,0
do u mena did i do smth to provoke ?,0
no breaking rules?,0
no swearing for example?,0
during the fight,0
a small word,0
may have slipped it,0
who started the fight,0
me and caleb were 1v1ing,0
he pearled away,0
so i got mad,0
and crystaled him,0
do u have any more friends u could invite to dhn or no,0
let me c,0
we rly need to get more ppl joining,0
in terms of discord joins yesterday was good but not enough,0
what for,0
to avoid dying,0
well my whole friend list is in the server ...,0
there is one person who isn't,0
oh for real,0
and they don't want to join,0
i mean i could post it on my social ,0
but idk how ppl might see it ,0
cuz like,0
any bit helps tbf,0
tbh out of 200 views on one video one person joined for a hr then left,0
im too old non of my friends still play mc xD,0
Mando135790 yeah it's more about staying consistent with advertising though,0
ill make a video soon,0
u only need 1 new player and if they like it a whole new friend group could join,0
yk,0
damn tom be dming guard asking to team here,0
ill keep the money flowing so that's not the issue but if there are no players playing no new people will be joining which means no people are playing,0
when they are both banned,0
guard still plays though,0
on his alts,0
he didn't even join it yesterday,0
tffffffffff,0
wa,0
he says its a dead server and not worth playing smh,0
he prob isn't playing bc u said no more book stuff,0
wsp,0
oop,0
ay slladr,0
wsg,0
joe,0
who's joe?,0
joe papi,0
sllqdr,0
did u tp,0
so why that dose that,0
also caleb wya,0
my base,0
grinding ems rn to get fire aspect,0
almost done,0
how many do u need?,0
caleb did you know there is som1 behind you rn irl dont turn around tho bc they will kill u :O,0
I just need to grab a book from my e chest lol,0
mando are you behind him?,0
can you put fire aspect on an axe?,0
then I think my axe is maxed out like my sword,0
im just at spawn,0
oh now im at colemews house,0
thanks man,0
nice',0
for u,0
i alreadyhave one,0
thanks tho,0
make a army,0
goofyyy,0
mando calm down we know what you are,0
I duped the dragon head lol,0
when I gave it to you,0
it glitched or something,0
like youi have 2?,0
drop both,0
I only have one,0
0oh iok,0
it fixed itself just a bug,0
turn pvp on ma boy,0
almost accidently brought out my axe lmao,0
tried switching to gaps and hit my axe,0
tag ur it,0
im not trying to kill him mando haha,0
we were having a fist fight,0
I got 18 apples,0
yooo'gimme pls,0
Ill trade for them,0
tpa,0
mando no,0
no free,0
is that fair?,0
ty for that though,0
oh you sure?,0
I owed you,0
from what?,0
something,0
ok fair,0
ima get some more,0
oh wait,0
tpa back here\,0
free,0
that insta breaks leaves,0
oh wait yeah lemme borrow,0
and can drop apples and saplings,0
use that,0
ill get you some more apples,0
ill rtp and get some gold lmao,0
why don't i go to the nether,0
I mean you,0
caleb y server so ded :(,0
idk mando,0
kinda boired rn,0
make it alivez,0
plz,0
its 9 am for me and I havn't slept,0
I prob wont,0
cutting down a whole forest,0
dang,0
i hate trees,0
i killing them lal,0
all*,0
my cat,0
slladr tp to me,0
wait gimme a min,0
ok now tp,0
lol wyd,0
you getting gold?,0
si,0
sweet,0
where did u go,0
so what do you need gold for?,0
gaps,0
damn full shulker of woods,0
got food?,0
tysm,0
ooh thanks,0
a lil to excited,0
you keep em,0
just 2,0
I don't use em,0
whyyy,0
ty though,0
i got 19 so far,0
out of?,0
i have 5 mor4e apples,0
oky,0
thats all,0
yay,0
no problem,0
i got 24 lmao,0
getting some for later?,0
yup,0
5 days playtime :),0
what am i doing with my life,0
for real,0
this server prob gots like 6 months max,0
damn who said that to you,0
thats how the others have been,0
fair,0
sirbot was thinking it would be dead in two weeks,0
man,0
darn,0
door,0
boor,0
hoor,0
oh shoot,0
w*,0
h,0
I fell in lava,0
slladr vc?,0
imagine going to every1s village and taking their emes,0
hi tom ?,0
whos tom?,0
Slladr give me iron for netherite?,0
how many blocks u have,0
nop caleb,0
i used all,0
how many blocks u got ?,0
do u know 100%,0
if its tom,0
check his ip if and see if it matches w/ tom,0
bro left,0
caleb i killed 100 for 3 skulls,0
bro plays call of duty,0
Slladr ong ong ong,0
ah a hour of work for a stack of eme blocks,0
so?,0
sky noraml sleep time fora week is 56 hours,0
how die with netherite,0
how both of you die with max armor,0
Slladr where u stuf,0
sky tp,0
reg,0
wait idk,0
the difference,0
sky dont read the signs in the villiager hall at my base,0
maybe do,0
follow',0
miecart gone,0
yo thanks,0
np,0
i miss ash :(,0
ash has ligma :(,1
maybe,0
minecraft invented mining,0
and crafting,0
no children did,0
slaves you mean,0
same thing,0
so t rue,0
tf?,0
boys time ot nuke skys base,0
14 or smth,0
that is very good,0
mando can I tp end? pls,0
i building smth rn,0
nothin,0
hehehe,0
baconator?,0
beaconator,0
hey caleb,0
wahstup,0
can I borrow that hoe again,0
ima get u more apples,0
don't you mean his mom?,0
yup tp,0
jkjkjkjkjk,0
yeah thats what I ment,0
buying a shulker of logs,0
shadow y u on still,0
vc mando?,0
i eat pop tarts all day,0
take to long,0
nop i just have big box,0
and cooki,0
i didn't even eat anythng today,0
i wil eat ice cream later prob,0
i go eat pasta then,0
that is fr wat i just eat,0
Slladr didnt u run ur dog over w/ a truck,0
sky is hosting dog fights?,0
Dogfighting is a felony offense in all 50 states and it is a felony offense under federal law as well. It is also a felony to knowingly bring a minor to an animal fight. There are several compelling reasons for this.,0
sending fbi to sky rn,0
so i can put pipebombs in them,1
no i take showers unlike you Slladr,1
slladr can I go in iron farm,0
guns are great,0
why aren't there nether claims,0
staff sir caleb,0
sir caleb staff,0
sky ash prob wont come back,0
she will go away for another 3 weeks then come back for 2 days,0
J U S T use old one,0
and recolor it,0
doesnt daddy have iut,0
i mean shadow,0
tbh i would just pull up to ashes house,0
to get her to make spawn,0
caleb yell smth bad prob,0
get griefed bozo,1
nerdsssss,0
noo,0
i need shop so i can dupe stuff,0
now that sky is gone i can say nono words,0
caleb ur staff fix it tbhh,0
dik,0
i got two head,0
no1 wants to hear u,0
Slladr wants to get ip banned,0
he was asking caleb for it,0
thats his idea,0
turn ur pvp off slladr,0
a bomb,1
its goated,0
netherite beacon time,0
poopy,0
uh oh gotta tempmute myself,0
......,0
i insta mine into netherite,0
shadow abt to ban me,0
everyone died,0
r,0
hiiiiiiiiiii,0
jiofjweioowiehguiq,0
hi',0
u missed a debris,0
i twheuohitg,0
me no c,0
wpioqegibuqwteghf,0
tttttttttttttttttttttttttt,0
very strange,0
no way i missed a 2 vain of netherite,0
3*,0
i walked right passed it,0
mining,0
caleb tbh tnt duper i should make,0
for mining,0
caleb ....,0
didu just say that,0
HELP ME,0
caleb i clipped that,0
Itzz_Skyy skill issue get better,0
oh sky do u know who could get the clips for the video,0
i think my totem popped,0
yo thanks shadow,0
put more shadow,0
sky fr?,0
cal nice head,0
omfg im on 3k ms piss off Slladr,0
sky hac,0
we use our fist to hold bow,0
clear hostiles,0
bet,0
